id,provider_id,provider_name,state_id,county_id,source_url,source_host,clue_page_type,clue_field,current_status,decision,clue_page_url,clue_value,clue_text,review_notes,reviewed_by
prov-acc-review__prov-nemours-childrens-health-fl__accessibility_page__wheelchair_accessible,prov-nemours-childrens-health-fl,Nemours Children's Health Developmental Medicine (Orlando),florida,orange-fl,https://www.nemours.org,nemours.org,accessibility_page,wheelchair_accessible,queued,,,,,"Seeded review task for Nemours Children's Health Developmental Medicine (Orlando). Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-nemours-childrens-health-fl__appointment_page__referral_url,prov-nemours-childrens-health-fl,Nemours Children's Health Developmental Medicine (Orlando),florida,orange-fl,https://www.nemours.org,nemours.org,appointment_page,referral_url,queued,,,,,"Seeded review task for Nemours Children's Health Developmental Medicine (Orlando). Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-nemours-childrens-health-fl__appointment_page__requirements,prov-nemours-childrens-health-fl,Nemours Children's Health Developmental Medicine (Orlando),florida,orange-fl,https://www.nemours.org,nemours.org,appointment_page,requirements,queued,,,,,"Seeded review task for Nemours Children's Health Developmental Medicine (Orlando). Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-nemours-childrens-health-fl__appointment_page__virtual_services,prov-nemours-childrens-health-fl,Nemours Children's Health Developmental Medicine (Orlando),florida,orange-fl,https://www.nemours.org,nemours.org,appointment_page,virtual_services,queued,,,,,"Seeded review task for Nemours Children's Health Developmental Medicine (Orlando). Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-nemours-childrens-health-fl__contact_page__interpreter_available,prov-nemours-childrens-health-fl,Nemours Children's Health Developmental Medicine (Orlando),florida,orange-fl,https://www.nemours.org,nemours.org,contact_page,interpreter_available,queued,,,,,"Seeded review task for Nemours Children's Health Developmental Medicine (Orlando). Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-nemours-childrens-health-fl__contact_page__languages,prov-nemours-childrens-health-fl,Nemours Children's Health Developmental Medicine (Orlando),florida,orange-fl,https://www.nemours.org,nemours.org,contact_page,languages,queued,,,,,"Seeded review task for Nemours Children's Health Developmental Medicine (Orlando). Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-nemours-childrens-health-fl__contact_page__next_step_type,prov-nemours-childrens-health-fl,Nemours Children's Health Developmental Medicine (Orlando),florida,orange-fl,https://www.nemours.org,nemours.org,contact_page,next_step_type,queued,,,,,"Seeded review task for Nemours Children's Health Developmental Medicine (Orlando). Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-nemours-childrens-health-fl__patient_services__accessibility_notes,prov-nemours-childrens-health-fl,Nemours Children's Health Developmental Medicine (Orlando),florida,orange-fl,https://www.nemours.org,nemours.org,patient_services,accessibility_notes,queued,,,,,"Seeded review task for Nemours Children's Health Developmental Medicine (Orlando). Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-nemours-childrens-health-fl__patient_services__home_visits,prov-nemours-childrens-health-fl,Nemours Children's Health Developmental Medicine (Orlando),florida,orange-fl,https://www.nemours.org,nemours.org,patient_services,home_visits,queued,,,,,"Seeded review task for Nemours Children's Health Developmental Medicine (Orlando). Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-nemours-childrens-health-fl__patient_services__transportation_help,prov-nemours-childrens-health-fl,Nemours Children's Health Developmental Medicine (Orlando),florida,orange-fl,https://www.nemours.org,nemours.org,patient_services,transportation_help,queued,,,,,"Seeded review task for Nemours Children's Health Developmental Medicine (Orlando). Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-nemours-childrens-health-fl__patient_services__wheelchair_accessible,prov-nemours-childrens-health-fl,Nemours Children's Health Developmental Medicine (Orlando),florida,orange-fl,https://www.nemours.org,nemours.org,patient_services,wheelchair_accessible,queued,,,,,"Seeded review task for Nemours Children's Health Developmental Medicine (Orlando). Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-nemours-childrens-health-fl__program_overview__application_url,prov-nemours-childrens-health-fl,Nemours Children's Health Developmental Medicine (Orlando),florida,orange-fl,https://www.nemours.org,nemours.org,program_overview,application_url,queued,,,,,"Seeded review task for Nemours Children's Health Developmental Medicine (Orlando). Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-nemours-childrens-health-fl__program_overview__in_person_services,prov-nemours-childrens-health-fl,Nemours Children's Health Developmental Medicine (Orlando),florida,orange-fl,https://www.nemours.org,nemours.org,program_overview,in_person_services,queued,,,,,"Seeded review task for Nemours Children's Health Developmental Medicine (Orlando). Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-nemours-childrens-health-fl__program_overview__requirements,prov-nemours-childrens-health-fl,Nemours Children's Health Developmental Medicine (Orlando),florida,orange-fl,https://www.nemours.org,nemours.org,program_overview,requirements,queued,,,,,"Seeded review task for Nemours Children's Health Developmental Medicine (Orlando). Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-nicklaus-childrens-brain-fl__accessibility_page__asl_available,prov-nicklaus-childrens-brain-fl,Nicklaus Children's Brain Institute,florida,miami-dade-fl,https://www.nicklauschildrens.org,nicklauschildrens.org,accessibility_page,asl_available,queued,,,,,"Seeded review task for Nicklaus Children's Brain Institute. Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-nicklaus-childrens-brain-fl__accessibility_page__interpreter_available,prov-nicklaus-childrens-brain-fl,Nicklaus Children's Brain Institute,florida,miami-dade-fl,https://www.nicklauschildrens.org,nicklauschildrens.org,accessibility_page,interpreter_available,queued,,,,,"Seeded review task for Nicklaus Children's Brain Institute. Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-nicklaus-childrens-brain-fl__accessibility_page__wheelchair_accessible,prov-nicklaus-childrens-brain-fl,Nicklaus Children's Brain Institute,florida,miami-dade-fl,https://www.nicklauschildrens.org,nicklauschildrens.org,accessibility_page,wheelchair_accessible,queued,,,,,"Seeded review task for Nicklaus Children's Brain Institute. Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-nicklaus-childrens-brain-fl__appointment_page__referral_url,prov-nicklaus-childrens-brain-fl,Nicklaus Children's Brain Institute,florida,miami-dade-fl,https://www.nicklauschildrens.org,nicklauschildrens.org,appointment_page,referral_url,queued,,,,,"Seeded review task for Nicklaus Children's Brain Institute. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__prov-nicklaus-childrens-brain-fl__appointment_page__requirements,prov-nicklaus-childrens-brain-fl,Nicklaus Children's Brain Institute,florida,miami-dade-fl,https://www.nicklauschildrens.org,nicklauschildrens.org,appointment_page,requirements,queued,,,,,"Seeded review task for Nicklaus Children's Brain Institute. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
