id,stateId,stateCode,sourceName,sourceUrl,targetTable,gapFamily,serviceTags,sourceFamily,crawlMethod,ledgerStatus,firstPartyMode,expectedExtractionFields,whyNeeded,promotionRule,evidenceUrl
knowledge-idea-procedural-safeguards-notice,national,,IDEA Procedural Safeguards Notice,https://sites.ed.gov/idea/regs/b/e/300.504,knowledge_articles,knowledge_content,special_education|appeals|iep_advocacy,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"procedural_safeguards, parent_notice_requirements, dispute_options, official_links",Add exact official procedural-safeguards content covering notice requirements and family dispute rights under IDEA.,Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/e/300.504
knowledge-idea-initial-evaluations,national,,IDEA Initial Evaluations and Reevaluations,https://sites.ed.gov/idea/regs/b/d/300.301,knowledge_articles,knowledge_content,special_education|early_intervention|iep_advocacy,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"evaluation_timeline, consent_requirements, reevaluation_rules, official_links",Add official evaluation and reevaluation process content for diagnosis-to-school-support and eligibility journeys.,Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/d/300.301
knowledge-idea-transition-services-definition,national,,IDEA Transition Services Definition,https://sites.ed.gov/idea/regs/b/d/300.43,knowledge_articles,knowledge_content,transition|jobs_vocational|special_education,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"transition_definition, planning_requirements, adult_outcomes, official_links","Add exact official transition-services content for school-to-adult planning, employment, and postsecondary pathways.",Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/d/300.43
knowledge-idea-iep-content,national,,IDEA IEP Content Requirements,https://sites.ed.gov/idea/regs/b/d/300.320,knowledge_articles,knowledge_content,special_education|iep_advocacy,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"iep_required_elements, measurable_goals, services_requirements, official_links",Add exact official IEP-content requirements to strengthen practical IEP and school-rights knowledge coverage.,Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/d/300.320
knowledge-idea-prior-written-notice,national,,IDEA Prior Written Notice,https://sites.ed.gov/idea/regs/b/d/300.503,knowledge_articles,knowledge_content,special_education|appeals|iep_advocacy,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"prior_written_notice_requirements, notice_contents, parent_rights, official_links","Add exact official prior-written-notice content to deepen notice, dispute, and school-rights guidance for families.",Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/d/300.503
knowledge-idea-independent-educational-evaluation,national,,IDEA Independent Educational Evaluation,https://sites.ed.gov/idea/regs/b/e/300.502,knowledge_articles,knowledge_content,special_education|appeals|iep_advocacy,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"iee_rights, public_expense_rules, evaluation_dispute_steps, official_links",Add exact official IEE rights content to strengthen evaluation-dispute and parent-advocacy knowledge coverage.,Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/e/300.502
knowledge-idea-due-process-complaint,national,,IDEA Due Process Complaint,https://sites.ed.gov/idea/regs/b/e/300.508,knowledge_articles,knowledge_content,special_education|appeals,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"due_process_complaint_requirements, filing_contents, dispute_scope, official_links",Add exact official due-process-complaint content to deepen formal dispute and hearing-path guidance for families.,Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/e/300.508
knowledge-idea-resolution-process,national,,IDEA Resolution Process,https://sites.ed.gov/idea/regs/b/e/300.510,knowledge_articles,knowledge_content,special_education|appeals,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"resolution_session_requirements, timeline, settlement_topics, official_links","Add exact official resolution-process content to deepen mediation, settlement, and due-process workflow guidance.",Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/e/300.510
knowledge-idea-mediation,national,,IDEA Mediation,https://sites.ed.gov/idea/regs/b/e/300.506,knowledge_articles,knowledge_content,special_education|appeals|iep_advocacy,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"mediation_availability, voluntary_process, impartial_mediator_rules, official_links",Add exact official mediation content to deepen school-dispute resolution options before due process.,Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/e/300.506
knowledge-idea-due-process-hearing,national,,IDEA Due Process Hearing,https://sites.ed.gov/idea/regs/b/e/300.511,knowledge_articles,knowledge_content,special_education|appeals,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"hearing_rights, hearing_officer_rules, party_participation, official_links","Add exact official due-process-hearing content to deepen hearings, participation rights, and dispute navigation.",Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/e/300.511
knowledge-idea-hearing-decision-timelines,national,,IDEA Hearing Decisions and Timelines,https://sites.ed.gov/idea/regs/b/e/300.515,knowledge_articles,knowledge_content,special_education|appeals,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"decision_timeline, extensions, expedited_timing_topics, official_links",Add exact official hearing-decision timing content to strengthen deadline and expectations guidance for families.,Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/e/300.515
knowledge-idea-civil-action,national,,IDEA Civil Action,https://sites.ed.gov/idea/regs/b/e/300.516,knowledge_articles,knowledge_content,special_education|appeals|legal_aid,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"civil_action_rights, filing_window, court_review_topics, official_links",Add exact official civil-action content to deepen post-hearing appeal and legal-path guidance for families.,Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/e/300.516
knowledge-idea-child-find,national,,IDEA Child Find,https://sites.ed.gov/idea/regs/b/d/300.111,knowledge_articles,knowledge_content,special_education|early_intervention,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"child_find_duties, identification_scope, referral_expectations, official_links",Add exact official Child Find content to deepen school-identification and referral guidance for families.,Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/d/300.111
knowledge-idea-evaluation-procedures,national,,IDEA Evaluation Procedures,https://sites.ed.gov/idea/regs/b/d/300.304,knowledge_articles,knowledge_content,special_education|early_intervention|iep_advocacy,official_knowledge_source,static_fetch,ready_lightweight,official_or_authoritative_directory,"evaluation_requirements, assessment_inputs, parent_participation, official_links","Add exact official evaluation-procedures content to deepen assessment, eligibility, and school-support journeys.",Discovery or staging only until extracted rows pass public-safe validation.,https://sites.ed.gov/idea/regs/b/d/300.304
